"","V1","V2","V3","V4"
"474",0,474,5740000,0.229444
"475",0,475,5750000,0.155866
"476",0,476,5760000,0.258605
"477",0,477,5770000,0.323048
"478",0,478,5780000,0.175067
"479",0,479,5790000,0.422844
"480",0,480,5800000,0.488757
"481",0,481,5810000,0.205589
"482",0,482,5820000,0.298905
"483",0,483,5840000,0.243339
"484",0,484,5850000,0.321719
"485",0,485,5860000,0.129565
"486",0,486,5880000,0.276874
"487",0,487,5890000,0.312571
"488",0,488,5900000,0.329351
"489",0,489,5910000,0.401055
"490",0,490,5920000,0.259784
"491",0,491,5930000,0.12331
"492",0,492,5940000,0.200627
"493",0,493,5950000,0.19899
"494",0,494,5960000,0.0842891
"495",0,495,5970000,0.29426
"496",0,496,5980000,0.0444794
"497",0,497,5990000,0.179419
"498",0,498,6000000,0.357896
"499",0,499,6010000,0.212395
"500",0,500,6020000,0.0985245
"501",0,501,6050000,0.0153643
"502",0,502,6060000,0.274595
"503",0,503,6070000,0.241475
"504",0,504,6080000,0.338867
"505",0,505,6090000,0.17885
"506",0,506,6100000,0.181384
"507",0,507,6110000,0.221772
"508",0,508,6130000,0.0645062
"509",0,509,6140000,0.150291
"510",0,510,6150000,0.286627
"511",0,511,6170000,0.101108
"512",0,512,6180000,0.0881189
"513",0,513,6190000,0.00512164
"514",0,514,6200000,0.150943
"515",0,515,6210000,0.116726
"516",0,516,6220000,0.115966
"517",0,517,6230000,0.175484
"518",0,518,6240000,0.167818
"519",0,519,6250000,0.154105
"520",0,520,6260000,0.179585
"521",0,521,6270000,0.31738
"522",0,522,6280000,0.199833
"523",0,523,6300000,0.203407
"524",0,524,6310000,0.124903
"525",0,525,6320000,0.246444
"526",0,526,6330000,0.144609
"527",0,527,6340000,0.231246
"528",0,528,6350000,0.150968
"529",0,529,6360000,0.196744
"530",0,530,6370000,0.227367
"531",0,531,6380000,0.167325
"532",0,532,6390000,0.247848
"533",0,533,6400000,0.0504794
"534",0,534,6410000,0.121447
"535",0,535,6420000,0.0463291
"536",0,536,6430000,0.0814653
"537",0,537,6440000,0.0689362
"538",0,538,6450000,0.07065
"539",0,539,6460000,0.103315
"540",0,540,6470000,0.137585
"541",0,541,6480000,0.170429
"542",0,542,6490000,0.0920724
"543",0,543,6500000,0.119301
"544",0,544,6510000,0.132577
"545",0,545,6520000,0.178848
"546",0,546,6530000,0.166942
"547",0,547,6540000,0.265671
"548",0,548,6550000,0.201241
"549",0,549,6560000,0.104575
"550",0,550,6570000,0.164632
"551",0,551,6580000,0.162995
"552",0,552,6590000,0.0881317
"553",0,553,6600000,0.254056
"554",0,554,6610000,0.138089
"555",0,555,6630000,0.121292
"556",0,556,6650000,0.321764
"557",0,557,6660000,0.0528148
"558",0,558,6670000,0.137924
"559",0,559,6680000,0.0760437
"560",0,560,6690000,0.287898
"561",0,561,6700000,0.122978
"562",0,562,6710000,0.0717559
"563",0,563,6730000,0.183425
"564",0,564,6740000,0.0762422
"565",0,565,6750000,0.144706
"566",0,566,6760000,0.175834
"567",0,567,6770000,0.078601
"568",0,568,6780000,0.110913
"569",0,569,6790000,0.101117
"570",0,570,6800000,0.0946403
"571",0,571,6810000,0.072093
"572",0,572,6820000,0.177253
"573",0,573,6840000,0.219137
"574",0,574,6850000,0.164605
"575",0,575,6860000,0.135909
"576",0,576,6890000,0.122505
"577",0,577,6900000,0.0799029
"578",0,578,6910000,0.223279
"579",0,579,6920000,0.112429
"580",0,580,6930000,0.148728
"581",0,581,6940000,0.0428531
"582",0,582,6950000,0.138368
"583",0,583,6960000,0.33168
"584",0,584,6970000,0.129375
"585",0,585,6980000,0.11416
"586",0,586,6990000,0.158397
"587",0,587,7000000,0.135806
"588",0,588,7010000,0.0677803
"589",0,589,7020000,0.083855
"590",0,590,7030000,0.227852
"591",0,591,7040000,0.0911246
"592",0,592,7050000,0.161778
"593",0,593,7060000,0.0999784
"594",0,594,7070000,0.237071
"595",0,595,7100000,0.116115
"596",0,596,7110000,0.370229
"597",0,597,7120000,0.236493
"598",0,598,7130000,0.254444
"599",0,599,7140000,0.162367
"600",0,600,7150000,0.100874
"601",0,601,7160000,0.114502
"602",0,602,7170000,0.0955942
"603",0,603,7180000,0.14304
"604",0,604,7190000,0.169348
"605",0,605,7200000,0.17279
"606",0,606,7210000,0.233155
"607",0,607,7220000,0.0692976
"608",0,608,7230000,0.162966
"609",0,609,7240000,0.136145
"610",0,610,7250000,0.177246
"611",0,611,7260000,0.130454
"612",0,612,7270000,0.329676
"613",0,613,7280000,0.476564
"614",0,614,7300000,0.318131
"615",0,615,7310000,0.19592
"616",0,616,7320000,0.0959522
"617",0,617,7330000,0.198948
"618",0,618,7340000,0.159486
"619",0,619,7350000,0.303672
"620",0,620,7360000,0.201276
"621",0,621,7370000,0.277819
"622",0,622,7380000,0.347708
"623",0,623,7390000,0.356187
"624",0,624,7400000,0.302852
"625",0,625,7410000,0.272239
"626",0,626,7420000,0.365454
"627",0,627,7430000,0.454939
"628",0,628,7440000,0.14394
"629",0,629,7450000,0.11901
"630",0,630,7490000,0.0270051
"631",0,631,7500000,0.114888
"632",0,632,7510000,0.130692
"633",0,633,7520000,0.109423
"634",0,634,7530000,0.272253
"635",0,635,7540000,0.292907
"636",0,636,7550000,0.111633
"637",0,637,7560000,0.106564
"638",0,638,7570000,0.119791
"639",0,639,7580000,0.187976
"640",0,640,7600000,0.089601
"641",0,641,7610000,0.154198
"642",0,642,7620000,0.101268
"643",0,643,7630000,0.196547
"644",0,644,7640000,0.12597
"645",0,645,7660000,0.0956315
"646",0,646,7670000,0.127259
"647",0,647,7680000,0.152123
"648",0,648,7700000,0.136426
"649",0,649,7710000,0.288898
"650",0,650,7720000,0.296556
"651",0,651,7730000,0.241528
"652",0,652,7740000,0.269245
"653",0,653,7750000,0.168734
"654",0,654,7770000,0.125293
"655",0,655,7800000,0.34378
"656",0,656,7810000,0.128502
"657",0,657,7820000,0.150131
"658",0,658,7830000,0.0844969
"659",0,659,7840000,0.0926123
"660",0,660,7850000,0.120105
"661",0,661,7860000,0.115643
"662",0,662,7870000,0.182949
"663",0,663,7880000,0.119634
"664",0,664,7890000,0.255302
"665",0,665,7900000,0.116044
"666",0,666,7910000,0.190846
"667",0,667,7920000,0.049778
"668",0,668,7930000,0.211942
"669",0,669,7950000,0.237826
"670",0,670,7960000,0.354141
"671",0,671,7970000,0.301077
"672",0,672,7980000,0.155798
"673",0,673,7990000,0.444927
"674",0,674,8000000,0.077393
"675",0,675,8010000,0.173017
"676",0,676,8020000,0.0140671
"677",0,677,8030000,0.228162
"678",0,678,8040000,0.208136
"679",0,679,8050000,0.241301
"680",0,680,8060000,0.339744
"681",0,681,8090000,0.128689
"682",0,682,8100000,0.131541
"683",0,683,8110000,0.136456
"684",0,684,8120000,0.15855
"685",0,685,8130000,0.241684
"686",0,686,8140000,0.129129
"687",0,687,8150000,0.19533
"688",0,688,8160000,0.406403
"689",0,689,8170000,0.306066
"690",0,690,8180000,0.266644
"691",0,691,8190000,0.0493827
"692",0,692,8200000,0.398146
"693",0,693,8220000,0.313178
"694",0,694,8250000,0.225174
"695",0,695,8260000,0.265837
"696",0,696,8290000,0.219968
"697",0,697,8300000,0.112375
"698",0,698,8320000,0.204599
"699",0,699,8340000,0.227799
"700",0,700,8350000,0.217039
"701",0,701,8360000,0.269482
"702",0,702,8370000,0.278593
"703",0,703,8390000,0.245995
"704",0,704,8400000,0.294862
"705",0,705,8410000,0.121767
"706",0,706,8430000,0.158807
"707",0,707,8460000,0.249816
"708",0,708,8470000,0.387228
"709",0,709,8480000,0.223108
"710",0,710,8490000,0.242213
"711",0,711,8510000,0.238998
"712",0,712,8520000,0.289918
"713",0,713,8530000,0.403139
"714",0,714,8540000,0.282057
"715",0,715,8550000,0.266215
"716",0,716,8560000,0.244922
"717",0,717,8570000,0.307099
"718",0,718,8580000,0.240957
"719",0,719,8590000,0.371143
"720",0,720,8600000,0.272087
"721",0,721,8610000,0.133236
"722",0,722,8620000,0.224674
"723",0,723,8630000,0.196817
"724",0,724,8640000,0.234399
"725",0,725,8650000,0.180588
"726",0,726,8660000,0.132594
"727",0,727,8670000,0.194223
"728",0,728,8680000,0.0606491
"729",0,729,8690000,0.1182
"730",0,730,8700000,0.214874
"731",0,731,8710000,0.283702
"732",0,732,8720000,0.273196
"733",0,733,8730000,0.0754206
"734",0,734,8740000,0.190244
"735",0,735,8750000,0.158766
"736",0,736,8760000,0.306013
"737",0,737,8770000,0.267959
"738",0,738,8780000,0.285186
"739",0,739,8790000,0.454367
"740",0,740,8810000,0.374721
"741",0,741,8840000,0.240657
"742",0,742,8860000,0.120344
"743",0,743,8870000,0.335936
"744",0,744,8880000,0.423182
"745",0,745,8890000,0.232321
"746",0,746,8900000,0.18726
"747",0,747,8910000,0.341408
"748",0,748,8920000,0.146414
"749",0,749,8930000,0.277108
"750",0,750,8940000,0.252844
"751",0,751,8980000,0.174
"752",0,752,9000000,0.264691
"753",0,753,9010000,0.22154
"754",0,754,9020000,0.129589
"755",0,755,9030000,0.195028
"756",0,756,9040000,0.237293
"757",0,757,9050000,0.420693
"758",0,758,9060000,0.330382
"759",0,759,9070000,0.303009
"760",0,760,9080000,0.223305
"761",0,761,9090000,0.0999447
"762",0,762,9100000,0.205393
"763",0,763,9110000,0.11874
"764",0,764,9120000,0.0813106
"765",0,765,9130000,0.0770636
"766",0,766,9140000,0.131338
"767",0,767,9160000,0.146969
"768",0,768,9170000,0.216029
"769",0,769,9180000,0.169334
"770",0,770,9190000,0.240676
"771",0,771,9200000,0.0336052
"772",0,772,9210000,0.0581044
"773",0,773,9220000,0.0702121
"774",0,774,9230000,0.0641198
"775",0,775,9250000,0.169345
"776",0,776,9260000,0.0797175
"777",0,777,9270000,0.184709
"778",0,778,9280000,0.279136
"779",0,779,9300000,0.12643
"780",0,780,9310000,0.0958933
"781",0,781,9330000,0.0678924
"782",0,782,9340000,0.116544
"783",0,783,9350000,0.156383
"784",0,784,9370000,0.0660832
"785",0,785,9380000,0.195002
"786",0,786,9390000,0.368467
"787",0,787,9400000,0.0669124
"788",0,788,9410000,0.145911
"789",0,789,9420000,0.224268
"790",0,790,9430000,0.113271
"791",0,791,9440000,0.11668
"792",0,792,9450000,0.141875
"793",0,793,9460000,0.0384173
"794",0,794,9470000,0.0381149
"795",0,795,9480000,0.0585437
"796",0,796,9490000,0.109904
"797",0,797,9500000,0.141725
"798",0,798,9510000,0.118662
"799",0,799,9530000,0.0534881
"800",0,800,9540000,0.132921
"801",0,801,9550000,0.121795
"802",0,802,9560000,0.119708
"803",0,803,9570000,0.141918
"804",0,804,9580000,0.0675175
"805",0,805,9590000,0.148973
"806",0,806,9600000,0.21417
"807",0,807,9610000,0.169455
"808",0,808,9620000,0.209684
"809",0,809,9630000,0.132277
"810",0,810,9640000,0.04226
"811",0,811,9650000,0.135708
"812",0,812,9660000,0.0854871
"813",0,813,9670000,0.286366
"814",0,814,9680000,0.246651
"815",0,815,9690000,0.144496
"816",0,816,9700000,0.23564
"817",0,817,9720000,0.14456
"818",0,818,9730000,0.280727
"819",0,819,9740000,0.0840277
"820",0,820,9750000,0.174521
"821",0,821,9760000,0.00499347
"822",0,822,9770000,0.0929273
"823",0,823,9780000,0.0955053
"824",0,824,9790000,0.203193
"825",0,825,9800000,0.120894
"826",0,826,9810000,0.107367
"827",0,827,9820000,0.100864
"828",0,828,9830000,0.153293
"829",0,829,9840000,0.134342
"830",0,830,9850000,0.0704889
"831",0,831,9860000,0.0607963
"832",0,832,9870000,0.093727
"833",0,833,9880000,0.114541
"834",0,834,9890000,0.22884
"835",0,835,9900000,0.267419
"836",0,836,9910000,0.226166
"837",0,837,9920000,0.261218
"838",0,838,9930000,0.222336
"839",0,839,9940000,0.1962
"840",0,840,9950000,0.189858
"841",0,841,9960000,0.0699855
"842",0,842,9970000,0.0961315
"843",0,843,9980000,0.439576
"844",0,844,9990000,0.158767
"845",0,845,10000000,0.125841
"846",0,846,10020000,0.112644
"847",0,847,10030000,0.118252
"848",0,848,10040000,0.147704
"849",0,849,10050000,0.130825
"850",0,850,10060000,0.297602
"851",0,851,10070000,0.146812
"852",0,852,10090000,0.117503
"853",0,853,10110000,0.153899
"854",0,854,10120000,0.115809
"855",0,855,10130000,0.171669
"856",0,856,10140000,0.201859
"857",0,857,10150000,0.0994286
"858",0,858,10160000,0.116666
"859",0,859,10170000,0.145158
"860",0,860,10180000,0.0863286
"861",0,861,10190000,0.0827653
"862",0,862,10210000,0.25999
"863",0,863,10220000,0.140009
"864",0,864,10230000,0.189037
"865",0,865,10240000,0.258604
"866",0,866,10250000,0.129298
"867",0,867,10260000,0.328986
"868",0,868,10270000,0.170265
"869",0,869,10280000,0.248708
"870",0,870,10290000,0.231625
